Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","68","France","7271","Temperature change","7011","November","2017","2017","°C","0.599","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7011","November","2018","2018","°C","1.754","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7011","November","2019","2019","°C","0.876","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7011","November","2020","2020","°C","2.834","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2010","2010","°C","-2.311","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2011","2011","°C","2.434","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2012","2012","°C","1.384","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2013","2013","°C","1.405","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2014","2014","°C","1.174","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2015","2015","°C","4.363","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2016","2016","°C","1.094","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2017","2017","°C","0.554","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2018","2018","°C","2.493","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2019","2019","°C","2.763","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7012","December","2020","2020","°C","1.592","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","-0.739","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","0.052","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","0.496","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","0.183","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","2.322","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","0.747","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","3.006","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","0.985","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","0.865","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.92","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","3.221","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","0.495","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","2.809","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","1.59","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","-0.467","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","1.766","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","1.642","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","0.6","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","2.282","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","1.913","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.142","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","2.55","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","1.527","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","0.686","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","1.54","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","1.582","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.005","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","2.621","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","1.763","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","2.651","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","3.001","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","2.894","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","2.158","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","0.021","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","2.302","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.956","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","1.255","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","2.767","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","1.042","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","1.388","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","0.811","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","1.92","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","1.597","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","1.714","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.326","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.462","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.146","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.638","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.965","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.513","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.689","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.682","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.925","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.888","Fc","Calculated data"
"ET","Temperature change","68","France","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.411","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2010","2010","°C","-2.762","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2011","2011","°C","1.756","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2012","2012","°C","2.769","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2013","2013","°C","0.955","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2014","2014","°C","3.137","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2015","2015","°C","2.934","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2016","2016","°C","1.816","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2017","2017","°C","-0.998","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2018","2018","°C","4.437","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2019","2019","°C","1.319","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7001","January","2020","2020","°C","4.349","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2010","2010","°C","-0.485","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2011","2011","°C","1.074","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2012","2012","°C","-2.548","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2013","2013","°C","-0.729","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2014","2014","°C","4.364","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2015","2015","°C","0.972","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2016","2016","°C","3.34","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2017","2017","°C","3.016","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2018","2018","°C","-1.704","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2019","2019","°C","4.374","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7002","February","2020","2020","°C","5.171","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2010","2010","°C","0.929","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2011","2011","°C","1.8","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2012","2012","°C","3.741","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2013","2013","°C","-2.831","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2014","2014","°C","3.931","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2015","2015","°C","2.058","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2016","2016","°C","0.928","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2017","2017","°C","4.023","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2018","2018","°C","-0.799","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2019","2019","°C","3.332","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7003","March","2020","2020","°C","2.029","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2010","2010","°C","1.429","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2011","2011","°C","4.291","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2012","2012","°C","0.918","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2013","2013","°C","0.932","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2014","2014","°C","3.593","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2015","2015","°C","1.22","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2016","2016","°C","0.897","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2017","2017","°C","0.327","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2018","2018","°C","4.935","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2019","2019","°C","2.401","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7004","April","2020","2020","°C","3.112","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2010","2010","°C","-1.071","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2011","2011","°C","2.071","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2012","2012","°C","2.366","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2013","2013","°C","0.161","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2014","2014","°C","0.764","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2015","2015","°C","0.582","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2016","2016","°C","1.923","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2017","2017","°C","2.389","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2018","2018","°C","4.243","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2019","2019","°C","-0.766","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7005","May","2020","2020","°C","0.184","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2010","2010","°C","0.969","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2011","2011","°C","1.406","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2012","2012","°C","0.439","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2013","2013","°C","0.41","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2014","2014","°C","0.966","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2015","2015","°C","0.599","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2016","2016","°C","1.917","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2017","2017","°C","2.592","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2018","2018","°C","2.576","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2019","2019","°C","4.414","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7006","June","2020","2020","°C","1.685","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2010","2010","°C","3.496","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2011","2011","°C","-0.39","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2012","2012","°C","0.904","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2013","2013","°C","2.739","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2014","2014","°C","2.74","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2015","2015","°C","2.754","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2016","2016","°C","1.998","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2017","2017","°C","1.538","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2018","2018","°C","3.535","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2019","2019","°C","2.318","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7007","July","2020","2020","°C","0.998","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2010","2010","°C","0.549","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2011","2011","°C","1.597","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2012","2012","°C","2.181","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2013","2013","°C","1.696","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2014","2014","°C","-0.148","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2015","2015","°C","3.542","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2016","2016","°C","1.493","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2017","2017","°C","1.673","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2018","2018","°C","3.541","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2019","2019","°C","2.913","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7008","August","2020","2020","°C","3.674","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2010","2010","°C","-0.792","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2011","2011","°C","2.066","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2012","2012","°C","0.466","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2013","2013","°C","0.114","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2014","2014","°C","1.759","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2015","2015","°C","-0.12","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2016","2016","°C","3.724","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2017","2017","°C","-0.302","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2018","2018","°C","2.032","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2019","2019","°C","0.847","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7009","September","2020","2020","°C","1.754","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2010","2010","°C","-0.51","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2011","2011","°C","0.833","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2012","2012","°C","0.193","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2013","2013","°C","1.912","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2014","2014","°C","3.186","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2015","2015","°C","-0.209","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2016","2016","°C","-0.282","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2017","2017","°C","2.442","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2018","2018","°C","2.243","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2019","2019","°C","2.16","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7010","October","2020","2020","°C","1.315","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2010","2010","°C","0.785","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2011","2011","°C","1.061","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2012","2012","°C","1.419","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2013","2013","°C","0.762","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2014","2014","°C","2.817","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2015","2015","°C","3.637","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2016","2016","°C","0.071","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2017","2017","°C","1.145","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2018","2018","°C","1.582","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2019","2019","°C","1.387","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7011","November","2020","2020","°C","2.551","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2010","2010","°C","-4.274","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2011","2011","°C","3.202","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2012","2012","°C","0.726","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2013","2013","°C","2.959","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2014","2014","°C","1.931","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2015","2015","°C","5.829","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2016","2016","°C","1.788","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2017","2017","°C","1.906","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2018","2018","°C","3.071","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2019","2019","°C","3.171","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7012","December","2020","2020","°C","2.435","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","-1.201","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","-0.481","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","1.141","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","0.317","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","3.487","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","1.946","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","3.662","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","1.269","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","1.546","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","2.921","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","4.23","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","0.429","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","2.721","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","2.342","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","-0.579","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","2.763","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","1.287","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","1.249","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","2.246","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","2.793","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.656","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","1.775","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","1.671","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","0.871","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","1.175","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","1.615","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.186","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","2.298","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","1.803","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","1.934","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","3.217","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","3.215","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","2.119","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","-0.172","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","1.32","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.693","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","0.929","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","2.587","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","1.103","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","1.171","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","1.095","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","1.952","Fc","Calculated data"
