Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2010","2010","1000 US$","130300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2011","2011","1000 US$","155846","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2012","2012","1000 US$","176148","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2013","2013","1000 US$","184573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2014","2014","1000 US$","181646","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2015","2015","1000 US$","176196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2016","2016","1000 US$","177925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2017","2017","1000 US$","176997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2018","2018","1000 US$","241336","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2019","2019","1000 US$","158843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","339","Oilseeds nes","2020","2020","1000 US$","198574","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2010","2010","1000 US$","12369387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2011","2011","1000 US$","9266359","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2012","2012","1000 US$","14876772","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2013","2013","1000 US$","25147120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2014","2014","1000 US$","23247072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2015","2015","1000 US$","24207844","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2016","2016","1000 US$","23804167","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2017","2017","1000 US$","22739392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2018","2018","1000 US$","20118949","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2019","2019","1000 US$","19486564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","403","Onions, dry","2020","2020","1000 US$","18975186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2010","2010","1000 US$","246966","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2011","2011","1000 US$","189774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2012","2012","1000 US$","303654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2013","2013","1000 US$","514034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2014","2014","1000 US$","478317","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2015","2015","1000 US$","530799","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2016","2016","1000 US$","505562","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2017","2017","1000 US$","565598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2018","2018","1000 US$","616189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2019","2019","1000 US$","379547","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","402","Onions, shallots, green","2020","2020","1000 US$","370947","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2010","2010","1000 US$","2738213","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2011","2011","1000 US$","3119434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2012","2012","1000 US$","3632547","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2013","2013","1000 US$","4198288","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2014","2014","1000 US$","4266250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2015","2015","1000 US$","4600297","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2016","2016","1000 US$","4595831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2017","2017","1000 US$","4097757","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2018","2018","1000 US$","3723134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2019","2019","1000 US$","13510954","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","490","Oranges","2020","2020","1000 US$","5521125","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2010","2010","1000 US$","78620","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2011","2011","1000 US$","51968","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2012","2012","1000 US$","28945","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2013","2013","1000 US$","35285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2014","2014","1000 US$","36741","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2015","2015","1000 US$","38618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2016","2016","1000 US$","35894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2017","2017","1000 US$","34763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2018","2018","1000 US$","38094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2019","2019","1000 US$","37765","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","600","Papayas","2020","2020","1000 US$","38904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2010","2010","1000 US$","4369258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2011","2011","1000 US$","13351350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2012","2012","1000 US$","14020743","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2013","2013","1000 US$","13780997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2014","2014","1000 US$","12993233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2015","2015","1000 US$","9724906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2016","2016","1000 US$","9411890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2017","2017","1000 US$","8497922","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2018","2018","1000 US$","8929977","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2019","2019","1000 US$","10728956","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","534","Peaches and nectarines","2020","2020","1000 US$","10775853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2010","2010","1000 US$","6070982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2011","2011","1000 US$","22215692","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2012","2012","1000 US$","14881379","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2013","2013","1000 US$","14940368","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2014","2014","1000 US$","10617740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2015","2015","1000 US$","8229678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2016","2016","1000 US$","14601436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2017","2017","1000 US$","14417713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2018","2018","1000 US$","15640233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2019","2019","1000 US$","14489775","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","521","Pears","2020","2020","1000 US$","14027426","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2010","2010","1000 US$","437094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2011","2011","1000 US$","1212353","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2012","2012","1000 US$","1185623","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2013","2013","1000 US$","929796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2014","2014","1000 US$","998147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2015","2015","1000 US$","939846","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2016","2016","1000 US$","988400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2017","2017","1000 US$","1047086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2018","2018","1000 US$","1087337","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2019","2019","1000 US$","1037938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","187","Peas, dry","2020","2020","1000 US$","1072053","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2010","2010","1000 US$","2049244","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2011","2011","1000 US$","7628731","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2012","2012","1000 US$","7704437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2013","2013","1000 US$","4944772","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2014","2014","1000 US$","8784700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2015","2015","1000 US$","9676079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2016","2016","1000 US$","8764458","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2017","2017","1000 US$","8495606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2018","2018","1000 US$","5663663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2019","2019","1000 US$","6795406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","417","Peas, green","2020","2020","1000 US$","5706073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2010","2010","1000 US$","141796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2011","2011","1000 US$","158019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2012","2012","1000 US$","269223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2013","2013","1000 US$","397351","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2014","2014","1000 US$","419546","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2015","2015","1000 US$","437449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2016","2016","1000 US$","406932","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2017","2017","1000 US$","500471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2018","2018","1000 US$","51636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2019","2019","1000 US$","167234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","687","Pepper (piper spp.)","2020","2020","1000 US$","153634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2010","2010","1000 US$","1399658","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2011","2011","1000 US$","1585731","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2012","2012","1000 US$","1627940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2013","2013","1000 US$","1593797","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2014","2014","1000 US$","1299942","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2015","2015","1000 US$","1250415","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2016","2016","1000 US$","1219060","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2017","2017","1000 US$","1190164","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2018","2018","1000 US$","1707108","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2019","2019","1000 US$","1925773","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","587","Persimmons","2020","2020","1000 US$","1375183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2010","2010","1000 US$","631815","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2011","2011","1000 US$","838465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2012","2012","1000 US$","981984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2013","2013","1000 US$","821083","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2014","2014","1000 US$","650456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2015","2015","1000 US$","745607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2016","2016","1000 US$","960739","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2017","2017","1000 US$","893501","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2018","2018","1000 US$","1478980","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2019","2019","1000 US$","1425141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","574","Pineapples","2020","2020","1000 US$","1457488","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2010","2010","1000 US$","263611","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2011","2011","1000 US$","410628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2012","2012","1000 US$","420072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2013","2013","1000 US$","453898","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2014","2014","1000 US$","483079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2015","2015","1000 US$","517500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2016","2016","1000 US$","471826","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2017","2017","1000 US$","460044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2018","2018","1000 US$","498893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2019","2019","1000 US$","482543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","223","Pistachios","2020","2020","1000 US$","495879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2010","2010","1000 US$","3653805","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2011","2011","1000 US$","4395787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2012","2012","1000 US$","4845315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2013","2013","1000 US$","19867888","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2014","2014","1000 US$","6080929","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2015","2015","1000 US$","5023239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2016","2016","1000 US$","8254448","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2017","2017","1000 US$","8604008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2018","2018","1000 US$","9306161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2019","2019","1000 US$","5652132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","536","Plums and sloes","2020","2020","1000 US$","2753885","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","116","Potatoes","2010","2010","1000 US$","21023203","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current thousand US$)","116","Potatoes","2011","2011","1000 US$","36164872","A","Aggregate, may include official, semi-official, estimated or calculated data"
